seconds,hours,Date & Time, Pressure (mBar), Weight (g),dv,dt,Flux (LMH),,,Surface area (m2),0.011545353,
63627,17.67416667,10-08-22 23:17:28,100.93,74.96,0.34,0.00138889,21.20331913,,,,,
63632,17.67555556,10-08-22 23:17:34,93.49,75.31,0.35,0.00138889,21.82694617,,,,,
63638,17.67722222,10-08-22 23:17:39,91,75.72,0.41,0.00166666,21.30735925,,,,,
63643,17.67861111,10-08-22 23:17:44,99.69,76.03,0.31,0.00138889,19.33243803,,,,,
63648,17.68,10-08-22 23:17:49,88.52,76.43,0.4,0.00138889,24.94508133,,,,,
63653,17.68138889,10-08-22 23:17:54,100.93,76.79,0.36,0.00138889,22.4505732,,,,,
63658,17.68277778,10-08-22 23:18:00,95.97,77.12,0.33,0.00138889,20.5796921,,,,,
63663,17.68416667,10-08-22 23:18:05,89.76,77.52,0.4,0.00138889,24.94508133,,,,,
63669,17.68583333,10-08-22 23:18:10,99.69,77.85,0.33,0.00166666,17.14982574,,,,,
63674,17.68722222,10-08-22 23:18:15,91,78.22,0.37,0.00138889,23.07420023,,,,,
63679,17.68861111,10-08-22 23:18:20,102.17,78.57,0.35,0.00138889,21.82694617,,,,,
63684,17.69,10-08-22 23:18:25,102.17,78.91,0.34,0.00138889,21.20331913,,,,,
63689,17.69138889,10-08-22 23:18:31,91,79.3,0.39,0.00138889,24.3214543,,,,,
63695,17.69305556,10-08-22 23:18:36,103.42,79.63,0.33,0.00166667,17.14972284,,,,,
63700,17.69444444,10-08-22 23:18:41,94.73,80,0.37,0.00138888,23.07436637,,,,,
63705,17.69583333,10-08-22 23:18:46,103.42,80.37,0.37,0.00138889,23.07420023,,,,,
63710,17.69722222,10-08-22 23:18:51,102.17,80.7,0.33,0.00138889,20.5796921,,,,,
63715,17.69861111,10-08-22 23:18:57,93.49,81.09,0.39,0.00138889,24.3214543,,,,,
63720,17.7,10-08-22 23:19:02,108.38,81.42,0.33,0.00138889,20.5796921,,,,,
63726,17.70166667,10-08-22 23:19:07,98.45,81.78,0.36,0.00166667,18.70878855,,,,,
63731,17.70305556,10-08-22 23:19:12,105.9,82.16,0.38,0.00138889,23.69782727,,,,,
63736,17.70444444,10-08-22 23:19:17,105.9,82.5,0.34,0.00138888,21.2034718,,,,,
63741,17.70583333,10-08-22 23:19:22,94.73,82.89,0.39,0.00138889,24.3214543,,,,,
63746,17.70722222,10-08-22 23:19:28,109.62,83.24,0.35,0.00138889,21.82694617,,,,,
63752,17.70888889,10-08-22 23:19:33,100.93,83.59,0.35,0.00166667,18.18909998,,,,,
63757,17.71027778,10-08-22 23:19:38,102.17,83.97,0.38,0.00138889,23.69782727,,,,,
63762,17.71166667,10-08-22 23:19:43,107.14,84.3,0.33,0.00138889,20.5796921,,,,,
63767,17.71305556,10-08-22 23:19:48,95.97,84.68,0.38,0.00138889,23.69782727,,,,,
63772,17.71444444,10-08-22 23:19:54,110.86,85.05,0.37,0.00138888,23.07436637,,,,,
63777,17.71583333,10-08-22 23:19:59,103.42,85.4,0.35,0.00138889,21.82694617,,,,,
63783,17.7175,10-08-22 23:20:04,100.93,85.79,0.39,0.00166667,20.26785426,,,,,
63788,17.71888889,10-08-22 23:20:09,108.38,86.12,0.33,0.00138889,20.5796921,,,,,
63793,17.72027778,10-08-22 23:20:14,98.45,86.5,0.38,0.00138889,23.69782727,,,,,
63798,17.72166667,10-08-22 23:20:19,110.86,86.86,0.36,0.00138889,22.4505732,,,,,
63803,17.72305556,10-08-22 23:20:25,105.9,87.21,0.35,0.00138889,21.82694617,,,,,
63809,17.72472222,10-08-22 23:20:30,98.45,87.6,0.39,0.00166666,20.26797587,,,,,
63814,17.72611111,10-08-22 23:20:35,110.86,87.93,0.33,0.00138889,20.5796921,,,,,
63819,17.7275,10-08-22 23:20:40,100.93,88.31,0.38,0.00138889,23.69782727,,,,,
63824,17.72888889,10-08-22 23:20:45,112.1,88.67,0.36,0.00138889,22.4505732,,,,,
63829,17.73027778,10-08-22 23:20:51,107.14,89.01,0.34,0.00138889,21.20331913,,,,,
63834,17.73166667,10-08-22 23:20:56,98.45,89.41,0.4,0.00138889,24.94508133,,,,,
63840,17.73333333,10-08-22 23:21:01,110.86,89.75,0.34,0.00166666,17.66951742,,,,,
63845,17.73472222,10-08-22 23:21:06,102.17,90.12,0.37,0.00138889,23.07420023,,,,,
63850,17.73611111,10-08-22 23:21:11,110.86,90.5,0.38,0.00138889,23.69782727,,,,,
63855,17.7375,10-08-22 23:21:16,107.14,90.83,0.33,0.00138889,20.5796921,,,,,
63860,17.73888889,10-08-22 23:21:22,97.21,91.24,0.41,0.00138889,25.56870837,,,,,
63866,17.74055556,10-08-22 23:21:27,112.1,91.58,0.34,0.00166667,17.66941141,,,,,
63871,17.74194444,10-08-22 23:21:32,103.42,91.94,0.36,0.00138888,22.45073484,,,,,
63876,17.74333333,10-08-22 23:21:37,108.38,92.33,0.39,0.00138889,24.3214543,,,,,
63881,17.74472222,10-08-22 23:21:42,108.38,92.66,0.33,0.00138889,20.5796921,,,,,
63886,17.74611111,10-08-22 23:21:48,98.45,93.04,0.38,0.00138889,23.69782727,,,,,
63891,17.7475,10-08-22 23:21:53,113.35,93.4,0.36,0.00138889,22.4505732,,,,,
63897,17.74916667,10-08-22 23:21:58,105.9,93.76,0.36,0.00166667,18.70878855,,,,,
63902,17.75055556,10-08-22 23:22:03,104.66,94.14,0.38,0.00138889,23.69782727,,,,,
63907,17.75194444,10-08-22 23:22:08,110.86,94.47,0.33,0.00138888,20.57984027,,,,,
63912,17.75333333,10-08-22 23:22:13,100.93,94.86,0.39,0.00138889,24.3214543,,,,,
63917,17.75472222,10-08-22 23:22:19,113.35,95.22,0.36,0.00138889,22.4505732,,,,,
63923,17.75638889,10-08-22 23:22:24,107.14,95.57,0.35,0.00166667,18.18909998,,,,,
63928,17.75777778,10-08-22 23:22:29,102.17,95.96,0.39,0.00138889,24.3214543,,,,,
63933,17.75916667,10-08-22 23:22:34,112.1,96.29,0.33,0.00138889,20.5796921,,,,,
63938,17.76055556,10-08-22 23:22:39,100.93,96.67,0.38,0.00138889,23.69782727,,,,,
63943,17.76194444,10-08-22 23:22:45,113.35,97.03,0.36,0.00138888,22.45073484,,,,,
63948,17.76333333,10-08-22 23:22:50,107.14,97.38,0.35,0.00138889,21.82694617,,,,,
63954,17.765,10-08-22 23:22:55,100.93,97.77,0.39,0.00166667,20.26785426,,,,,
63959,17.76638889,10-08-22 23:23:00,113.35,98.11,0.34,0.00138889,21.20331913,,,,,
63964,17.76777778,10-08-22 23:23:05,102.17,98.49,0.38,0.00138889,23.69782727,,,,,
63969,17.76916667,10-08-22 23:23:10,113.35,98.86,0.37,0.00138889,23.07420023,,,,,
63974,17.77055556,10-08-22 23:23:16,108.38,99.21,0.35,0.00138889,21.82694617,,,,,
63980,17.77222222,10-08-22 23:23:21,98.45,99.6,0.39,0.00166666,20.26797587,,,,,
63985,17.77361111,10-08-22 23:23:26,114.59,99.94,0.34,0.00138889,21.20331913,,,,,
63990,17.775,10-08-22 23:23:31,104.66,100.31,0.37,0.00138889,23.07420023,,,,,
63995,17.77638889,10-08-22 23:23:36,110.86,100.68,0.37,0.00138889,23.07420023,,,,,
64000,17.77777778,10-08-22 23:23:42,109.62,101.03,0.35,0.00138889,21.82694617,,,,,
64005,17.77916667,10-08-22 23:23:47,98.45,101.42,0.39,0.00138889,24.3214543,,,,,
64011,17.78083333,10-08-22 23:23:52,115.83,101.76,0.34,0.00166666,17.66951742,,,,,
64016,17.78222222,10-08-22 23:23:57,104.66,102.12,0.36,0.00138889,22.4505732,,,,,
64021,17.78361111,10-08-22 23:24:02,109.62,102.5,0.38,0.00138889,23.69782727,,,,,
64026,17.785,10-08-22 23:24:08,110.86,102.84,0.34,0.00138889,21.20331913,,,,,
64031,17.78638889,10-08-22 23:24:13,99.69,103.23,0.39,0.00138889,24.3214543,,,,,
64037,17.78805556,10-08-22 23:24:18,115.83,103.59,0.36,0.00166667,18.70878855,,,,,
64042,17.78944444,10-08-22 23:24:23,105.9,103.95,0.36,0.00138888,22.45073484,,,,,
64047,17.79083333,10-08-22 23:24:28,104.66,104.33,0.38,0.00138889,23.69782727,,,,,
64052,17.79222222,10-08-22 23:24:33,112.1,104.67,0.34,0.00138889,21.20331913,,,,,
64057,17.79361111,10-08-22 23:24:39,99.69,105.05,0.38,0.00138889,23.69782727,,,,,
64062,17.795,10-08-22 23:24:44,115.83,105.41,0.36,0.00138889,22.4505732,,,,,
64068,17.79666667,10-08-22 23:24:49,107.14,105.76,0.35,0.00166667,18.18909998,,,,,
64073,17.79805556,10-08-22 23:24:54,102.17,106.15,0.39,0.00138889,24.3214543,,,,,
64078,17.79944444,10-08-22 23:24:59,113.35,106.48,0.33,0.00138888,20.57984027,,,,,
64083,17.80083333,10-08-22 23:25:05,102.17,106.87,0.39,0.00138889,24.3214543,,,,,
64088,17.80222222,10-08-22 23:25:10,114.59,107.24,0.37,0.00138889,23.07420023,,,,,
64094,17.80388889,10-08-22 23:25:15,108.38,107.58,0.34,0.00166667,17.66941141,,,,,
64099,17.80527778,10-08-22 23:25:20,100.93,107.97,0.39,0.00138889,24.3214543,,,,,
64104,17.80666667,10-08-22 23:25:25,114.59,108.31,0.34,0.00138889,21.20331913,,,,,
64109,17.80805556,10-08-22 23:25:30,103.42,108.68,0.37,0.00138889,23.07420023,,,,,
64114,17.80944444,10-08-22 23:25:36,112.1,109.06,0.38,0.00138888,23.69799789,,,,,
64120,17.81111111,10-08-22 23:25:41,109.62,109.4,0.34,0.00166667,17.66941141,,,,,
64125,17.8125,10-08-22 23:25:46,99.69,109.79,0.39,0.00138889,24.3214543,,,,,
64130,17.81388889,10-08-22 23:25:51,114.59,110.13,0.34,0.00138889,21.20331913,,,,,
64135,17.81527778,10-08-22 23:25:56,104.66,110.5,0.37,0.00138889,23.07420023,,,,,
64140,17.81666667,10-08-22 23:26:02,110.86,110.89,0.39,0.00138889,24.3214543,,,,,
64145,17.81805556,10-08-22 23:26:07,110.86,111.22,0.33,0.00138889,20.5796921,,,,,
64151,17.81972222,10-08-22 23:26:12,99.69,111.6,0.38,0.00166666,19.74828418,,,,,
64156,17.82111111,10-08-22 23:26:17,115.83,111.95,0.35,0.00138889,21.82694617,,,,,
64161,17.8225,10-08-22 23:26:22,105.9,112.31,0.36,0.00138889,22.4505732,,,,,
64166,17.82388889,10-08-22 23:26:27,105.9,112.7,0.39,0.00138889,24.3214543,,,,,
64171,17.82527778,10-08-22 23:26:33,112.1,113.04,0.34,0.00138889,21.20331913,,,,,
64177,17.82694444,10-08-22 23:26:38,100.93,113.27,0.23,0.00166666,11.95290885,,,,,
64182,17.82833333,10-08-22 23:26:43,115.83,113.63,0.36,0.00138889,22.4505732,,,,,
64187,17.82972222,10-08-22 23:26:48,107.14,113.99,0.36,0.00138889,22.4505732,,,,,
64192,17.83111111,10-08-22 23:26:53,103.42,114.38,0.39,0.00138889,24.3214543,,,,,
64197,17.8325,10-08-22 23:26:59,112.1,114.71,0.33,0.00138889,20.5796921,,,,,
64202,17.83388889,10-08-22 23:27:04,102.17,115.09,0.38,0.00138889,23.69782727,,,,,
64208,17.83555556,10-08-22 23:27:09,115.83,115.47,0.38,0.00166667,19.74816569,,,,,
64213,17.83694444,10-08-22 23:27:14,109.62,115.81,0.34,0.00138888,21.2034718,,,,,
64218,17.83833333,10-08-22 23:27:19,102.17,116.22,0.41,0.00138889,25.56870837,,,,,
64223,17.83972222,10-08-22 23:27:24,113.35,116.55,0.33,0.00138889,20.5796921,,,,,
64228,17.84111111,10-08-22 23:27:30,103.42,116.92,0.37,0.00138889,23.07420023,,,,,
64233,17.8425,10-08-22 23:27:35,113.35,117.3,0.38,0.00138889,23.69782727,,,,,
64239,17.84416667,10-08-22 23:27:40,110.86,117.64,0.34,0.00166667,17.66941141,,,,,
64244,17.84555556,10-08-22 23:27:45,100.93,118.04,0.4,0.00138889,24.94508133,,,,,
64249,17.84694444,10-08-22 23:27:50,115.83,118.38,0.34,0.00138888,21.2034718,,,,,
64254,17.84833333,10-08-22 23:27:55,104.66,118.75,0.37,0.00138889,23.07420023,,,,,
64259,17.84972222,10-08-22 23:28:01,113.35,119.13,0.38,0.00138889,23.69782727,,,,,
64265,17.85138889,10-08-22 23:28:06,112.1,119.48,0.35,0.00166667,18.18909998,,,,,
64270,17.85277778,10-08-22 23:28:11,100.93,119.87,0.39,0.00138889,24.3214543,,,,,
64275,17.85416667,10-08-22 23:28:16,115.83,120.22,0.35,0.00138889,21.82694617,,,,,
64280,17.85555556,10-08-22 23:28:21,105.9,120.59,0.37,0.00138889,23.07420023,,,,,
64285,17.85694444,10-08-22 23:28:27,110.86,120.97,0.38,0.00138888,23.69799789,,,,,
64290,17.85833333,10-08-22 23:28:32,112.1,121.31,0.34,0.00138889,21.20331913,,,,,
64296,17.86,10-08-22 23:28:37,102.17,121.7,0.39,0.00166667,20.26785426,,,,,
64301,17.86138889,10-08-22 23:28:42,115.83,122.06,0.36,0.00138889,22.4505732,,,,,
64306,17.86277778,10-08-22 23:28:47,109.62,122.41,0.35,0.00138889,21.82694617,,,,,
64311,17.86416667,10-08-22 23:28:53,107.14,122.8,0.39,0.00138889,24.3214543,,,,,
64316,17.86555556,10-08-22 23:28:58,114.59,123.15,0.35,0.00138889,21.82694617,,,,,
64322,17.86722222,10-08-22 23:29:03,103.42,123.53,0.38,0.00166666,19.74828418,,,,,
64327,17.86861111,10-08-22 23:29:08,115.83,123.9,0.37,0.00138889,23.07420023,,,,,
64332,17.87,10-08-22 23:29:13,109.62,124.25,0.35,0.00138889,21.82694617,,,,,
64337,17.87138889,10-08-22 23:29:18,103.42,124.64,0.39,0.00138889,24.3214543,,,,,
64342,17.87277778,10-08-22 23:29:24,115.83,124.98,0.34,0.00138889,21.20331913,,,,,
64348,17.87444444,10-08-22 23:29:29,104.66,125.35,0.37,0.00166666,19.22859249,,,,,
64353,17.87583333,10-08-22 23:29:34,115.83,125.72,0.37,0.00138889,23.07420023,,,,,
64358,17.87722222,10-08-22 23:29:39,110.86,126.08,0.36,0.00138889,22.4505732,,,,,
64363,17.87861111,10-08-22 23:29:44,102.17,126.47,0.39,0.00138889,24.3214543,,,,,
64368,17.88,10-08-22 23:29:50,117.07,126.81,0.34,0.00138889,21.20331913,,,,,
64373,17.88138889,10-08-22 23:29:55,105.9,127.18,0.37,0.00138889,23.07420023,,,,,
64379,17.88305556,10-08-22 23:30:00,114.59,127.55,0.37,0.00166667,19.22847712,,,,,
64384,17.88444444,10-08-22 23:30:05,112.1,127.9,0.35,0.00138888,21.82710332,,,,,
64389,17.88583333,10-08-22 23:30:10,102.17,128.3,0.4,0.00138889,24.94508133,,,,,
64394,17.88722222,10-08-22 23:30:15,118.31,128.65,0.35,0.00138889,21.82694617,,,,,
64399,17.88861111,10-08-22 23:30:21,107.14,129.01,0.36,0.00138889,22.4505732,,,,,
64405,17.89027778,10-08-22 23:30:26,113.35,129.4,0.39,0.00166667,20.26785426,,,,,
64410,17.89166667,10-08-22 23:30:31,113.35,129.74,0.34,0.00138889,21.20331913,,,,,
64415,17.89305556,10-08-22 23:30:36,100.93,130.13,0.39,0.00138889,24.3214543,,,,,
64420,17.89444444,10-08-22 23:30:41,118.31,130.49,0.36,0.00138888,22.45073484,,,,,
64425,17.89583333,10-08-22 23:30:47,108.38,130.85,0.36,0.00138889,22.4505732,,,,,
64430,17.89722222,10-08-22 23:30:52,107.14,131.24,0.39,0.00138889,24.3214543,,,,,
64436,17.89888889,10-08-22 23:30:57,114.59,131.57,0.33,0.00166667,17.14972284,,,,,
64441,17.90027778,10-08-22 23:31:02,102.17,131.96,0.39,0.00138889,24.3214543,,,,,
64446,17.90166667,10-08-22 23:31:07,118.31,132.32,0.36,0.00138889,22.4505732,,,,,
64451,17.90305556,10-08-22 23:31:13,109.62,132.67,0.35,0.00138889,21.82694617,,,,,
64456,17.90444444,10-08-22 23:31:18,105.9,133.07,0.4,0.00138888,24.94526094,,,,,
64462,17.90611111,10-08-22 23:31:23,115.83,133.42,0.35,0.00166667,18.18909998,,,,,
64467,17.9075,10-08-22 23:31:28,103.42,133.8,0.38,0.00138889,23.69782727,,,,,
64472,17.90888889,10-08-22 23:31:33,118.31,134.16,0.36,0.00138889,22.4505732,,,,,
64477,17.91027778,10-08-22 23:31:38,113.35,134.52,0.36,0.00138889,22.4505732,,,,,
64482,17.91166667,10-08-22 23:31:44,103.42,134.91,0.39,0.00138889,24.3214543,,,,,
64488,17.91333333,10-08-22 23:31:49,115.83,135.26,0.35,0.00166666,18.18920911,,,,,
64493,17.91472222,10-08-22 23:31:54,103.42,135.63,0.37,0.00138889,23.07420023,,,,,
64498,17.91611111,10-08-22 23:31:59,115.83,136.01,0.38,0.00138889,23.69782727,,,,,
64503,17.9175,10-08-22 23:32:04,112.1,136.35,0.34,0.00138889,21.20331913,,,,,
64508,17.91888889,10-08-22 23:32:10,102.17,136.75,0.4,0.00138889,24.94508133,,,,,
64513,17.92027778,10-08-22 23:32:15,118.31,137.1,0.35,0.00138889,21.82694617,,,,,
64519,17.92194444,10-08-22 23:32:20,105.9,137.46,0.36,0.00166666,18.7089008,,,,,
64524,17.92333333,10-08-22 23:32:25,114.59,137.85,0.39,0.00138889,24.3214543,,,,,
64529,17.92472222,10-08-22 23:32:30,112.1,138.2,0.35,0.00138889,21.82694617,,,,,
64534,17.92611111,10-08-22 23:32:36,103.42,138.59,0.39,0.00138889,24.3214543,,,,,
64539,17.9275,10-08-22 23:32:41,117.07,138.94,0.35,0.00138889,21.82694617,,,,,
64545,17.92916667,10-08-22 23:32:46,105.9,139.32,0.38,0.00166667,19.74816569,,,,,
64550,17.93055556,10-08-22 23:32:51,105.9,139.72,0.4,0.00138889,24.94508133,,,,,
64555,17.93194444,10-08-22 23:32:56,112.1,140.06,0.34,0.00138888,21.2034718,,,,,
64560,17.93333333,10-08-22 23:33:01,102.17,140.44,0.38,0.00138889,23.69782727,,,,,
64565,17.93472222,10-08-22 23:33:07,117.07,140.8,0.36,0.00138889,22.4505732,,,,,
64571,17.93638889,10-08-22 23:33:12,108.38,141.15,0.35,0.00166667,18.18909998,,,,,
64576,17.93777778,10-08-22 23:33:17,107.14,141.55,0.4,0.00138889,24.94508133,,,,,
64581,17.93916667,10-08-22 23:33:22,112.1,141.89,0.34,0.00138889,21.20331913,,,,,
64586,17.94055556,10-08-22 23:33:27,103.42,142.27,0.38,0.00138889,23.69782727,,,,,
64591,17.94194444,10-08-22 23:33:33,115.83,142.64,0.37,0.00138888,23.07436637,,,,,
64596,17.94333333,10-08-22 23:33:38,109.62,142.99,0.35,0.00138889,21.82694617,,,,,
64602,17.945,10-08-22 23:33:43,102.17,143.39,0.4,0.00166667,20.78754283,,,,,
64607,17.94638889,10-08-22 23:33:48,113.35,143.73,0.34,0.00138889,21.20331913,,,,,
64612,17.94777778,10-08-22 23:33:53,104.66,144.11,0.38,0.00138889,23.69782727,,,,,
64617,17.94916667,10-08-22 23:33:59,114.59,144.48,0.37,0.00138889,23.07420023,,,,,
64622,17.95055556,10-08-22 23:34:04,110.86,144.84,0.36,0.00138889,22.4505732,,,,,
64628,17.95222222,10-08-22 23:34:09,102.17,145.23,0.39,0.00166666,20.26797587,,,,,
64633,17.95361111,10-08-22 23:34:14,115.83,145.58,0.35,0.00138889,21.82694617,,,,,
64638,17.955,10-08-22 23:34:19,105.9,145.95,0.37,0.00138889,23.07420023,,,,,
64643,17.95638889,10-08-22 23:34:24,113.35,146.34,0.39,0.00138889,24.3214543,,,,,
64648,17.95777778,10-08-22 23:34:30,112.1,146.68,0.34,0.00138889,21.20331913,,,,,
64654,17.95944444,10-08-22 23:34:35,100.93,147.08,0.4,0.00166666,20.78766756,,,,,
64659,17.96083333,10-08-22 23:34:40,115.83,147.43,0.35,0.00138889,21.82694617,,,,,
64664,17.96222222,10-08-22 23:34:45,108.38,147.8,0.37,0.00138889,23.07420023,,,,,
64669,17.96361111,10-08-22 23:34:50,109.62,148.19,0.39,0.00138889,24.3214543,,,,,
64674,17.965,10-08-22 23:34:56,113.35,148.53,0.34,0.00138889,21.20331913,,,,,
64679,17.96638889,10-08-22 23:35:01,102.17,148.93,0.4,0.00138889,24.94508133,,,,,
64685,17.96805556,10-08-22 23:35:06,117.07,149.29,0.36,0.00166667,18.70878855,,,,,
64690,17.96944444,10-08-22 23:35:11,109.62,149.65,0.36,0.00138888,22.45073484,,,,,
64695,17.97083333,10-08-22 23:35:16,105.9,150.04,0.39,0.00138889,24.3214543,,,,,
64700,17.97222222,10-08-22 23:35:22,114.59,150.38,0.34,0.00138889,21.20331913,,,,,
64705,17.97361111,10-08-22 23:35:27,103.42,150.77,0.39,0.00138889,24.3214543,,,,,
64711,17.97527778,10-08-22 23:35:32,117.07,151.13,0.36,0.00166667,18.70878855,,,,,
64716,17.97666667,10-08-22 23:35:37,109.62,151.49,0.36,0.00138889,22.4505732,,,,,
64721,17.97805556,10-08-22 23:35:42,103.42,151.88,0.39,0.00138889,24.3214543,,,,,
64726,17.97944444,10-08-22 23:35:47,115.83,152.23,0.35,0.00138888,21.82710332,,,,,
64731,17.98083333,10-08-22 23:35:53,103.42,152.6,0.37,0.00138889,23.07420023,,,,,
64737,17.9825,10-08-22 23:35:58,115.83,152.98,0.38,0.00166667,19.74816569,,,,,
64742,17.98388889,10-08-22 23:36:03,112.1,153.33,0.35,0.00138889,21.82694617,,,,,
64747,17.98527778,10-08-22 23:36:08,102.17,153.72,0.39,0.00138889,24.3214543,,,,,
64752,17.98666667,10-08-22 23:36:13,117.07,154.08,0.36,0.00138889,22.4505732,,,,,
64757,17.98805556,10-08-22 23:36:19,105.9,154.44,0.36,0.00138889,22.4505732,,,,,
64762,17.98944444,10-08-22 23:36:24,113.35,154.83,0.39,0.00138888,24.32162942,,,,,
64768,17.99111111,10-08-22 23:36:29,112.1,155.16,0.33,0.00166667,17.14972284,,,,,
64773,17.9925,10-08-22 23:36:34,102.17,155.57,0.41,0.00138889,25.56870837,,,,,
64778,17.99388889,10-08-22 23:36:39,117.07,155.91,0.34,0.00138889,21.20331913,,,,,
64783,17.99527778,10-08-22 23:36:44,107.14,156.27,0.36,0.00138889,22.4505732,,,,,
64788,17.99666667,10-08-22 23:36:50,112.1,156.66,0.39,0.00138889,24.3214543,,,,,
64794,17.99833333,10-08-22 23:36:55,113.35,157,0.34,0.00166666,17.66951742,,,,,
64799,17.99972222,10-08-22 23:37:00,102.17,157.39,0.39,0.00138889,24.3214543,,,,,
64804,18.00111111,10-08-22 23:37:05,118.31,157.74,0.35,0.00138889,21.82694617,,,,,
64809,18.0025,10-08-22 23:37:10,108.38,158.11,0.37,0.00138889,23.07420023,,,,,
64814,18.00388889,10-08-22 23:37:16,107.14,158.49,0.38,0.00138889,23.69782727,,,,,
64819,18.00527778,10-08-22 23:37:21,113.35,158.83,0.34,0.00138889,21.20331913,,,,,
64825,18.00694444,10-08-22 23:37:26,102.17,159.21,0.38,0.00166666,19.74828418,,,,,
64830,18.00833333,10-08-22 23:37:31,117.07,159.58,0.37,0.00138889,23.07420023,,,,,
64835,18.00972222,10-08-22 23:37:36,109.62,159.94,0.36,0.00138889,22.4505732,,,,,
64840,18.01111111,10-08-22 23:37:42,104.66,160.33,0.39,0.00138889,24.3214543,,,,,
64845,18.0125,10-08-22 23:37:47,114.59,160.68,0.35,0.00138889,21.82694617,,,,,
64851,18.01416667,10-08-22 23:37:52,103.42,161.05,0.37,0.00166667,19.22847712,,,,,
64856,18.01555556,10-08-22 23:37:57,117.07,161.43,0.38,0.00138889,23.69782727,,,,,
64861,18.01694444,10-08-22 23:38:02,110.86,161.77,0.34,0.00138888,21.2034718,,,,,
64866,18.01833333,10-08-22 23:38:07,102.17,162.17,0.4,0.00138889,24.94508133,,,,,
64871,18.01972222,10-08-22 23:38:13,117.07,162.5,0.33,0.00138889,20.5796921,,,,,
64877,18.02138889,10-08-22 23:38:18,104.66,162.88,0.38,0.00166667,19.74816569,,,,,
64882,18.02277778,10-08-22 23:38:23,114.59,163.25,0.37,0.00138889,23.07420023,,,,,
64887,18.02416667,10-08-22 23:38:28,110.86,163.6,0.35,0.00138889,21.82694617,,,,,
64892,18.02555556,10-08-22 23:38:33,102.17,163.99,0.39,0.00138889,24.3214543,,,,,
64897,18.02694444,10-08-22 23:38:39,117.07,164.34,0.35,0.00138888,21.82710332,,,,,
64902,18.02833333,10-08-22 23:38:44,105.9,164.71,0.37,0.00138889,23.07420023,,,,,
64908,18.03,10-08-22 23:38:49,113.35,165.1,0.39,0.00166667,20.26785426,,,,,
64913,18.03138889,10-08-22 23:38:54,112.1,165.43,0.33,0.00138889,20.5796921,,,,,
64918,18.03277778,10-08-22 23:38:59,102.17,165.82,0.39,0.00138889,24.3214543,,,,,
64923,18.03416667,10-08-22 23:39:04,117.07,166.18,0.36,0.00138889,22.4505732,,,,,
64928,18.03555556,10-08-22 23:39:10,107.14,166.53,0.35,0.00138889,21.82694617,,,,,
64934,18.03722222,10-08-22 23:39:15,107.14,166.93,0.4,0.00166666,20.78766756,,,,,
64939,18.03861111,10-08-22 23:39:20,113.35,167.27,0.34,0.00138889,21.20331913,,,,,
64944,18.04,10-08-22 23:39:25,103.42,167.66,0.39,0.00138889,24.3214543,,,,,
64949,18.04138889,10-08-22 23:39:30,117.07,168.01,0.35,0.00138889,21.82694617,,,,,
64954,18.04277778,10-08-22 23:39:36,108.38,168.37,0.36,0.00138889,22.4505732,,,,,
64960,18.04444444,10-08-22 23:39:41,105.9,168.77,0.4,0.00166666,20.78766756,,,,,
64965,18.04583333,10-08-22 23:39:46,115.83,169.1,0.33,0.00138889,20.5796921,,,,,
64970,18.04722222,10-08-22 23:39:51,104.66,169.48,0.38,0.00138889,23.69782727,,,,,
64975,18.04861111,10-08-22 23:39:56,115.83,169.85,0.37,0.00138889,23.07420023,,,,,
64980,18.05,10-08-22 23:40:02,109.62,170.21,0.36,0.00138889,22.4505732,,,,,
64985,18.05138889,10-08-22 23:40:07,104.66,170.61,0.4,0.00138889,24.94508133,,,,,
64991,18.05305556,10-08-22 23:40:12,115.83,170.94,0.33,0.00166667,17.14972284,,,,,
64996,18.05444444,10-08-22 23:40:17,105.9,171.31,0.37,0.00138888,23.07436637,,,,,
65001,18.05583333,10-08-22 23:40:22,114.59,171.69,0.38,0.00138889,23.69782727,,,,,
65006,18.05722222,10-08-22 23:40:27,110.86,172.03,0.34,0.00138889,21.20331913,,,,,
65011,18.05861111,10-08-22 23:40:33,102.17,172.43,0.4,0.00138889,24.94508133,,,,,
65016,18.06,10-08-22 23:40:38,115.83,172.77,0.34,0.00138889,21.20331913,,,,,
65022,18.06166667,10-08-22 23:40:43,107.14,173.15,0.38,0.00166667,19.74816569,,,,,
65027,18.06305556,10-08-22 23:40:48,114.59,173.53,0.38,0.00138889,23.69782727,,,,,
65032,18.06444444,10-08-22 23:40:53,113.35,173.87,0.34,0.00138888,21.2034718,,,,,
65037,18.06583333,10-08-22 23:40:59,103.42,174.26,0.39,0.00138889,24.3214543,,,,,
65042,18.06722222,10-08-22 23:41:04,117.07,174.61,0.35,0.00138889,21.82694617,,,,,
65048,18.06888889,10-08-22 23:41:09,108.38,174.97,0.36,0.00166667,18.70878855,,,,,
65053,18.07027778,10-08-22 23:41:14,112.1,175.37,0.4,0.00138889,24.94508133,,,,,
65058,18.07166667,10-08-22 23:41:19,114.59,175.7,0.33,0.00138889,20.5796921,,,,,
65063,18.07305556,10-08-22 23:41:24,102.17,176.09,0.39,0.00138889,24.3214543,,,,,
65068,18.07444444,10-08-22 23:41:30,118.31,176.45,0.36,0.00138888,22.45073484,,,,,
65073,18.07583333,10-08-22 23:41:35,109.62,176.8,0.35,0.00138889,21.82694617,,,,,
